WP_109785492.1	6bfe862b57bc49b65be12b5cb48bf1e0	2372	Gene3D	G3DSA:3.90.550.20		127	568	9.1E-106	T	19-02-2019
WP_109785492.1	6bfe862b57bc49b65be12b5cb48bf1e0	2372	Gene3D	G3DSA:1.10.274.80		427	538	9.1E-106	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	SUPERFAMILY	SSF69360		1810	1959	3.14E-24	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2006	2025	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	SUPERFAMILY	SSF69360		2419	2571	1.26E-26	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2346	2365	9.819	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2325	2344	10.125	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2098	2117	9.885	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	SUPERFAMILY	SSF69360		1920	2093	1.41E-34	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Gene3D	G3DSA:1.20.58.1190		5	89	6.1E-39	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Pfam	PF12920	TcdA/TcdB pore forming domain	865	1525	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2551	2570	5.873	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	SUPERFAMILY	SSF53448		1	540	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Gene3D	G3DSA:1.10.3730.30		135	235	0.0	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	CDD	cd16840	toxin_MLD	3	82	6.70449E-28	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Gene3D	G3DSA:2.10.270.10		2253	2362	1.2E-36	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Gene3D	G3DSA:2.10.270.10		2363	2461	5.4E-35	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Gene3D	G3DSA:2.10.270.10		2462	2575	3.3E-47	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Gene3D	G3DSA:2.10.270.10		2135	2252	5.8E-41	T	19-02-2019
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1851	1870	9.951	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1872	1891	8.727	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2509	2528	6.27	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2232	2251	6.162	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2367	2386	9.232	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	Gene3D	G3DSA:3.40.50.11050		543	809	4.3E-118	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1985	2004	8.95	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2077	2096	9.314	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2211	2230	9.281	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_021415976.1	8fb88d2750ec397e0ea97fe9425e4814	2576	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2459	2478	6.146	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2212	2231	7.676	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	SUPERFAMILY	SSF69360		1920	2093	1.86E-34	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2140	2159	10.117	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2416	2435	6.344	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2325	2344	6.468	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF11713	Peptidase C80 family	577	756	2.4E-51	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	SUPERFAMILY	SSF69360		2326	2478	7.38E-25	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	SUPERFAMILY	SSF69360		1788	1906	3.92E-16	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1872	1891	8.71	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	SUPERFAMILY	SSF69360		2055	2194	1.37E-34	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2232	2251	8.272	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1923	1942	8.115	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	569	776	60.931	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:3.40.50.11050		543	809	1.1E-117	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2366	2385	5.649	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2161	2180	8.752	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Coils	Coil		48	68	-	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:1.20.58.1190		5	89	7.9E-39	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	SUPERFAMILY	SSF69360		2161	2308	4.84E-28	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2458	2477	5.873	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	1944	1959	0.28	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	2437	2449	0.17	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	2120	2135	0.018	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	2078	2093	0.078	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	1987	2001	0.13	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	2099	2114	0.018	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	2141	2156	0.018	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	1852	1865	0.024	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	2254	2269	0.018	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF01473	Putative cell wall binding repeat	2346	2361	0.5	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1943	1962	8.834	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2253	2272	10.117	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1830	1849	5.748	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:3.90.550.20		95	523	0.0	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2057	2076	8.098	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:2.10.270.10		2269	2364	7.3E-35	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:2.10.270.10		2365	2482	2.7E-48	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1964	1983	7.809	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2274	2293	8.752	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2345	2364	8.959	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2006	2025	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2098	2117	9.885	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF12918	TcdB toxin N-terminal helical domain	21	82	2.4E-13	T	19-02-2019	IPR024772	TcdA/TcdB toxin, N-terminal helical domain		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF12920	TcdA/TcdB pore forming domain	865	1525	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2436	2455	10.1	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1810	1829	6.493	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	SUPERFAMILY	SSF53448		1	540	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:2.10.270.10		2120	2181	9.1E-29	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	95	467	0.0	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	CDD	cd16840	toxin_MLD	3	82	8.90376E-28	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1851	1870	9.951	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2119	2138	9.885	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:1.10.3730.30		135	235	0.0	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:2.10.270.10		2182	2268	3.0E-27	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:2.10.270.10		1791	1866	2.5E-13	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:1.10.274.80		392	492	0.0	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1985	2004	8.95	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:2.10.270.10		1876	2003	2.9E-45	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	Gene3D	G3DSA:2.10.270.10		2004	2119	5.2E-42	T	19-02-2019
WP_077744969.1	647138e776387db82ed69d677203ecab	2483	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2077	2096	9.314	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	SUPERFAMILY	SSF53448		74	561	7.5E-53	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	Gene3D	G3DSA:1.10.274.80		414	523	5.4E-112	T	19-02-2019
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	Gene3D	G3DSA:1.10.3730.30		149	244	5.4E-112	T	19-02-2019
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1254	1276	-	T	19-02-2019
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	Pfam	PF12920	TcdA/TcdB pore forming domain	1053	1686	4.1E-97	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	Gene3D	G3DSA:3.90.550.20		108	551	5.4E-112	T	19-02-2019
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1283	1305	-	T	19-02-2019
WP_082355412.1	9f5b6da8dbb9e5a876f27b7bb3532b5f	2334	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	108	500	3.4E-56	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1872	1891	8.826	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	SUPERFAMILY	SSF69360		2058	2174	1.57E-29	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2211	2230	10.183	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2459	2478	8.371	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1923	1942	8.115	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	569	776	60.931	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2252	2271	6.973	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Coils	Coil		48	68	-	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2325	2344	9.083	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2057	2076	8.098	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2664	2683	6.005	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:2.10.270.10		2592	2685	6.1E-39	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1964	1983	7.809	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF12918	TcdB toxin N-terminal helical domain	21	82	2.6E-13	T	19-02-2019	IPR024772	TcdA/TcdB toxin, N-terminal helical domain		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	95	467	0.0	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2622	2641	6.344	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:1.20.58.1190		5	89	8.6E-39	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2439	2458	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2347	2360	0.11	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2643	2655	0.097	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2326	2339	0.19	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	1944	1959	0.3	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2099	2114	0.019	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2078	2093	0.085	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2368	2383	0.034	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	1852	1865	0.026	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2389	2407	0.0023	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2120	2135	0.019	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	1987	2001	0.15	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2552	2567	0.084	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Pfam	PF01473	Putative cell wall binding repeat	2212	2227	0.0038	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	SUPERFAMILY	SSF53448		1	540	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	SUPERFAMILY	SSF69360		1920	2093	1.18E-34	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	CDD	cd16840	toxin_MLD	3	82	5.99286E-28	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1851	1870	9.951	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	SUPERFAMILY	SSF69360		2251	2477	1.18E-43	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1985	2004	8.95	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2551	2570	9.844	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2140	2159	9.099	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1810	1829	7.312	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2642	2661	9.927	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:3.40.50.11050		543	809	6.8E-118	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:1.10.274.80		392	492	0.0	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:2.10.270.10		2483	2589	1.2E-33	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:2.10.270.10		2385	2482	6.8E-34	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:2.10.270.10		2004	2136	4.9E-49	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:2.10.270.10		1875	2003	4.8E-45	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:2.10.270.10		2269	2384	1.3E-45	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:2.10.270.10		2137	2268	5.5E-44	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2367	2386	9.96	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1943	1962	8.834	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	SUPERFAMILY	SSF69360		1809	1959	1.83E-23	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2572	2591	6.146	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	Gene3D	G3DSA:1.10.3730.30		135	235	0.0	T	19-02-2019
WP_102821999.1	543ae24ea01076b4487383d23056c0a2	2689	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2531	2550	6.485	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
